Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price
2011,54316,Petrol,Manual,Second,5,4.29
2009,90764,Diesel,Manual,First,8,3.85
2009,137000,Diesel,Automatic,Second,5,9
2013,127000,Petrol,Manual,Second,5,4.5
2016,51884,Diesel,Manual,First,7,12.46
2014,67407,Diesel,Manual,First,5,4.65
2014,107825,Diesel,Manual,First,7,20.5
2006,82453,Diesel,Manual,First,8,2.9
2007,30441,Petrol,Manual,First,5,1.45
2016,11000,Diesel,Automatic,First,5,29.5
2015,61000,Diesel,Automatic,First,5,25
2013,48454,Petrol,Manual,Second,5,3.5
2017,37000,Diesel,Manual,First,7,11.25
2017,32249,Diesel,Manual,First,7,10.79
2013,58000,Diesel,Manual,First,5,5.9
2017,28360,Petrol,Manual,First,5,5.12
2017,7000,Petrol,Manual,First,5,5.7
2016,19658,Diesel,Automatic,First,5,35.84
2007,92000,Petrol,Manual,First,5,1.25
2013,25000,Petrol,Manual,First,5,2.65
2016,37882,Diesel,Manual,First,5,9.19
2014,69330,Diesel,Automatic,First,5,23.5
2011,61000,Petrol,Automatic,First,5,12.5
2010,35000,Petrol,Manual,Second,5,1.5
2004,200000,Petrol,Manual,First,5,0.8
2009,82000,Diesel,Manual,Second,5,0.75
2012,72450,Diesel,Manual,First,7,8.1
2017,36381,Diesel,Manual,First,5,9.75
2017,25559,Diesel,Automatic,First,5,37.93
2015,94000,Diesel,Automatic,First,7,20.5
2011,64357,Petrol,Manual,First,5,2.75
2017,10501,Petrol,Automatic,First,5,75
2009,47000,Diesel,Manual,First,5,2.8
2017,18000,Petrol,Automatic,First,7,9.25
2007,89000,Petrol,Manual,First,5,3
2014,49964,Diesel,Automatic,First,5,23.89
2014,35000,Diesel,Manual,First,7,12.75
2014,64000,Diesel,Manual,First,5,4.15
2013,36000,Petrol,Automatic,First,5,4.65
2012,78600,Diesel,Manual,First,7,8.9
2008,170000,Diesel,Manual,Second,5,1.5
2015,65000,Diesel,Manual,Second,5,3.27
2008,120300,Diesel,Automatic,Second,7,18
2016,21000,Petrol,Manual,First,5,6.3
2017,18108,Diesel,Manual,First,5,11.31
2014,58407,Petrol,Manual,First,5,6.16
2014,49500,Petrol,Manual,First,5,6
2013,37199,Petrol,Automatic,First,5,5.43
2012,62000,Diesel,Manual,First,5,4.65
2015,59000,Diesel,Manual,First,7,7.5
2015,60000,Diesel,Manual,First,5,6.25
2007,39037,Diesel,Automatic,First,5,9.25
2013,17003,Petrol,Manual,First,5,3.15
2008,80400,Petrol,Manual,First,5,2.3
2012,75200,Diesel,Manual,First,5,5.25
2017,41217,Diesel,Manual,First,5,7.4
2006,98293,Petrol,Manual,Second,5,1.55
2017,54000,Petrol,Manual,Second,5,6
2016,17377,Petrol,Manual,First,5,5.9
2013,33800,Diesel,Manual,Second,5,4.7
2015,86157,Diesel,Manual,First,5,6.5
2012,146824,Diesel,Manual,First,5,3.55
2014,55000,Petrol,Manual,First,5,7.1
2010,53293,Petrol,Manual,First,5,6
2017,38000,Diesel,Manual,First,5,7.99
2009,64000,Petrol,Manual,Second,5,4.1
2017,25058,Petrol,Automatic,First,5,3.95
2016,36700,Petrol,Manual,First,5,4.38
2011,35000,Petrol,Manual,First,5,2.75
2014,48000,Diesel,Automatic,First,5,29
2013,62084,Diesel,Manual,First,5,6.6
2012,39273,Diesel,Automatic,First,5,6.99
2017,64798,Diesel,Manual,First,7,18.75
2013,57717,Petrol,Manual,First,5,4.31
2011,109000,Diesel,Automatic,First,5,16.5
2017,74515,Petrol,Manual,First,5,5.64
2017,50484,Diesel,Automatic,First,7,31.12
2013,13452,Diesel,Automatic,First,5,25.46
2017,37688,Petrol,Manual,First,5,7.88
2017,34000,Diesel,Automatic,First,5,36
2014,120000,Diesel,Automatic,First,5,30
2008,64000,Petrol,Manual,Second,5,2.85
2011,100000,Petrol,Manual,First,5,3.5
2014,75000,Diesel,Manual,First,5,7.5
2012,86000,Diesel,Automatic,First,5,19
2015,69000,Diesel,Automatic,First,5,54
2015,41721,Petrol,Manual,First,5,4.7
2017,13000,Petrol,Automatic,First,5,8.5
2013,38998,Diesel,Automatic,First,4,17
2017,54250,Petrol,Manual,First,5,3.51
2013,45979,Diesel,Automatic,Second,5,19.5
2012,37000,Petrol,Automatic,Second,4,17
2015,46983,Diesel,Automatic,Second,7,43.35
2012,40700,Diesel,Manual,First,5,2.65
2015,43828,Petrol,Manual,First,5,3.52
2016,53000,Diesel,Manual,First,5,6.25
2015,100000,Diesel,Automatic,First,5,24.75
2015,19000,Petrol,Manual,First,5,5.25
2016,84000,Diesel,Manual,First,5,11
2018,37630,Petrol,Automatic,First,5,9.1
2010,67714,Petrol,Manual,First,5,3.25
2017,32000,Diesel,Manual,First,5,8.5
2010,51000,Petrol,Manual,First,5,3.1
2015,58390,Diesel,Automatic,First,5,19.86
2017,14000,Diesel,Manual,First,5,4.9
2014,55818,Petrol,Manual,Second,5,5.7
2012,52241,Diesel,Manual,First,5,2.9
2018,25433,Diesel,Manual,First,5,7.83
2015,40611,Diesel,Manual,First,7,8.15
2008,72000,Petrol,Manual,Second,5,2
2016,54631,Diesel,Manual,First,5,6.25
2007,60000,Diesel,Manual,Second,5,3.4
2016,24941,Petrol,Automatic,First,4,3.19
2017,63939,Diesel,Manual,First,7,7.75
2014,35214,Petrol,Automatic,Second,5,3.2
2015,63000,Diesel,Manual,First,5,4.9
2012,121377,Petrol,Manual,First,5,3.8
2009,100970,Diesel,Automatic,First,5,4
2014,60000,Diesel,Automatic,Second,5,23.5
2008,77650,Diesel,Manual,First,5,1.15
2007,71297,Petrol,Manual,First,5,2.2
2015,18955,Petrol,Automatic,First,5,10.65
2016,47877,Diesel,Automatic,First,5,35.68
2017,43368,Diesel,Automatic,First,5,31.94
2015,72007,Diesel,Manual,First,7,9.9
2014,56778,Petrol,Automatic,First,5,15.46
2018,20024,Petrol,Manual,First,5,8.46
2013,42103,Petrol,Manual,First,5,3.25
2012,67147,Petrol,Manual,First,5,2.6
2016,37806,Petrol,Manual,First,5,5.2
2011,35000,Petrol,Manual,First,4,1.6
2015,72035,Diesel,Manual,First,5,2.5
2011,48500,Petrol,Manual,First,5,2.5
2017,28854,Petrol,Manual,First,5,6.7
2005,92450,Petrol,Manual,First,5,1.2
2016,14351,Diesel,Automatic,First,5,35.55
2017,51087,Diesel,Manual,First,5,7.75
2005,50000,Diesel,Manual,First,8,1.94
2016,73000,Diesel,Manual,First,5,2.2
2011,60000,Diesel,Automatic,First,4,3.8
2016,50000,Diesel,Manual,First,8,15.65
2018,36797,Diesel,Automatic,First,5,39.47
2011,50000,Petrol,Manual,Second,5,1.5
2013,94000,Diesel,Manual,First,8,8.85
2013,74000,Diesel,Manual,Second,7,17.9
2014,41016,Petrol,Automatic,Second,5,5.08
2012,67000,Diesel,Manual,First,5,6.25
2015,76927,Diesel,Automatic,First,5,22.75
2010,17088,Petrol,Manual,First,5,1.46
2007,112808,Diesel,Manual,Second,5,2.05
2014,74980,Diesel,Manual,First,5,4.08
2014,44600,Petrol,Automatic,First,5,4.55
2013,37000,Diesel,Automatic,First,5,14
2016,21000,Petrol,Manual,First,5,10.9
2010,81245,Petrol,Manual,First,5,2.45
2013,70000,Diesel,Automatic,First,5,15.8
2017,4018,Petrol,Manual,First,5,8.25
2013,70000,Diesel,Automatic,Second,5,8.5
2016,56532,Diesel,Manual,First,7,15.54
2013,26875,Petrol,Manual,First,8,2.35
2015,72599,Petrol,Manual,First,5,4.32
2008,205000,Diesel,Manual,Second,7,3.9
2011,98000,Diesel,Manual,Second,5,5.2
2018,19500,Petrol,Manual,First,5,5.85
2013,68000,Petrol,Manual,Second,7,6.25
2019,19654,Diesel,Automatic,First,7,17.63
2017,26000,Diesel,Manual,First,5,9.75
2011,75020,Diesel,Manual,First,5,4.1
2011,157000,Diesel,Manual,First,7,11.99
2017,43773,Diesel,Manual,First,7,13.54
2016,21000,Diesel,Automatic,First,5,56
2016,23280,Petrol,Manual,First,5,6.5
2013,88000,Diesel,Manual,First,5,4.75
2014,67000,Petrol,Manual,First,5,5.6
2017,59636,Diesel,Automatic,First,7,29.2
2018,11000,Petrol,Manual,First,5,6.35
2013,60669,Petrol,Manual,First,5,4.95
2018,12000,Diesel,Manual,First,5,8.5
2013,35000,Petrol,Manual,First,5,4.5
2015,65000,Diesel,Manual,First,7,5.5
2013,39929,Diesel,Manual,First,7,6.56
2014,49000,Petrol,Manual,First,5,2.3
2016,21456,Petrol,Manual,First,5,4.55
2009,74000,Diesel,Automatic,Second,5,7.75
2015,37000,Petrol,Manual,Second,5,5.25
2013,108640,Diesel,Automatic,First,5,23.29
2016,38000,Diesel,Automatic,First,5,23.99
2010,80000,Petrol,Manual,First,5,1.79
2011,47000,Diesel,Automatic,Second,5,13.9
2013,31000,Diesel,Automatic,First,5,18.95
2014,40000,Petrol,Manual,First,5,2.49
2016,4152,Petrol,Manual,First,5,3.15
2017,51000,Diesel,Manual,First,5,6.45
2013,55000,Diesel,Manual,First,5,4.25
2014,58500,Petrol,Manual,First,5,2.75
2017,58620,Petrol,Manual,First,5,7.14
2012,29605,Petrol,Manual,First,5,2.44
2017,12000,Diesel,Manual,First,5,7.3
2014,25000,Petrol,Manual,First,5,2.75
2017,43000,Diesel,Manual,Second,5,8.2
2015,57022,Petrol,Automatic,First,5,6.51
2015,92000,Diesel,Manual,First,5,4.25
2014,33372,Petrol,Manual,Second,5,6.21
2016,52625,Diesel,Manual,First,5,4.58
2016,215000,Diesel,Manual,First,7,7.5
2014,60138,Petrol,Manual,First,5,4.09
2014,84000,Diesel,Automatic,First,5,10.75
2014,47000,Diesel,Automatic,First,7,41.5
2014,33450,Petrol,Automatic,First,5,4.4
2013,125000,Diesel,Manual,Second,5,6.25
2011,99606,Diesel,Automatic,Second,5,10.5
2014,64000,Diesel,Manual,First,7,7.25
2013,51000,Diesel,Manual,First,5,3.2
2014,57000,Petrol,Manual,First,5,3.95
2009,48040,Diesel,Automatic,Second,5,12.07
2017,43200,Diesel,Manual,First,7,18.6
2013,66000,Diesel,Automatic,First,5,5.7
2013,31000,Petrol,Manual,First,5,1.75
2011,46000,Diesel,Automatic,Second,5,10.99
2012,47346,Diesel,Automatic,First,5,14.5
2009,100000,Diesel,Manual,First,5,3.11
2015,63856,Petrol,Automatic,First,5,13.96
2015,72996,Diesel,Manual,First,5,7.11
2014,23000,Diesel,Manual,First,7,6.9
2018,15985,Petrol,Manual,First,5,7.77
2011,98000,Diesel,Manual,Second,8,5.5
2014,70089,Petrol,Manual,First,5,5.35
2011,99000,Diesel,Manual,Second,7,4.5
2014,72000,Diesel,Manual,First,5,4.75
2015,44194,Diesel,Automatic,First,5,32.8
2005,102000,Petrol,Manual,First,5,0.7
2018,56652,Diesel,Automatic,First,5,50.29
2010,41650,Diesel,Manual,Second,7,10.99
2015,61717,Petrol,Automatic,First,5,5.57
2018,25302,Diesel,Manual,First,5,5.9
2016,47016,Petrol,Manual,First,5,9.43
2010,69000,Petrol,Manual,First,5,2.9
2016,32700,Petrol,Manual,First,5,3.68
2015,101337,Diesel,Automatic,First,7,21.67
2011,59000,Diesel,Automatic,First,5,12.5
2018,41736,Diesel,Automatic,First,7,19.92
2014,71649,Diesel,Manual,First,5,6.75
2015,80606,Diesel,Manual,First,5,6.96
2017,63262,Petrol,Manual,First,5,3.25
2018,5456,Diesel,Manual,First,5,8.65
2017,7500,Petrol,Automatic,First,5,5
2011,66000,Diesel,Manual,First,7,5.5
2010,66770,Petrol,Manual,Second,5,2.6
2014,58472,Petrol,Manual,First,5,3.41
2011,46687,Petrol,Manual,First,5,2.7
2012,7000,Petrol,Automatic,First,4,35
2011,48000,Petrol,Automatic,Second,5,9.75
2013,47000,Diesel,Manual,First,5,4.25
2015,51530,Petrol,Manual,First,5,3.2
2014,25789,Diesel,Manual,Second,5,6.85
2015,48000,Diesel,Manual,First,5,4.5
2012,52000,Diesel,Manual,First,5,3.55
2008,131000,Diesel,Manual,First,7,3.6
2015,42076,Diesel,Automatic,First,5,21.8
2012,76000,Diesel,Manual,Second,7,13.5
2016,20487,Petrol,Manual,First,5,2.66
2010,43000,Petrol,Manual,Second,5,3.75
2018,17000,Petrol,Automatic,First,5,32
2016,60805,Diesel,Manual,First,5,8.07
2012,58775,Diesel,Manual,First,5,5.64
2013,70181,Diesel,Automatic,First,5,23.99
2016,85827,Diesel,Manual,First,7,7.5
2016,58205,Diesel,Automatic,First,5,27
2008,91000,Diesel,Manual,Second,5,2.85
2012,74000,Diesel,Manual,First,5,6.35
2010,79324,Diesel,Manual,First,5,3.3
2013,38623,Petrol,Manual,First,5,5
2014,59923,Diesel,Manual,First,5,6.46
2017,23360,Petrol,Manual,First,5,3.75
2012,56661,Petrol,Manual,First,7,3.61
2017,40318,Diesel,Automatic,First,5,43.74
2014,60000,Diesel,Automatic,First,5,20
2010,130000,Diesel,Manual,First,5,3.65
2016,76000,Diesel,Automatic,First,7,58
2015,30000,Petrol,Automatic,First,5,8.65
2015,150000,Diesel,Manual,First,5,2.5
2014,28000,Petrol,Automatic,First,5,7.75
2015,74000,Petrol,Manual,First,5,4.15
2011,75000,Diesel,Manual,First,7,10.85
2010,76000,Petrol,Automatic,Second,5,5.53
2014,64889,Diesel,Automatic,First,5,11.5
2015,43000,Diesel,Manual,First,5,9.25
2011,47490,Petrol,Manual,First,5,2.29
2015,80000,Diesel,Manual,First,5,7
2007,60000,Petrol,Manual,Second,5,1.65
2017,6006,Petrol,Manual,First,5,8.25
2011,71703,Petrol,Automatic,First,5,9.14
2016,33000,Petrol,Manual,First,5,6.5
2012,60000,Diesel,Manual,First,5,2.95
2015,91000,Diesel,Manual,First,5,5.75
2011,43000,Petrol,Manual,Second,5,2.1
2017,63770,Diesel,Manual,First,5,13.55
2012,43510,Diesel,Automatic,First,5,20.5
2017,52000,Diesel,Manual,First,5,20
2018,31427,Diesel,Automatic,First,5,59.72
2016,29000,Diesel,Manual,First,5,6.5
2016,56000,Diesel,Manual,First,5,7.5
2007,76000,Petrol,Manual,Second,5,2.15
2015,53615,Diesel,Manual,First,5,8.44
2013,132000,Diesel,Manual,First,7,12.49
2017,14800,Petrol,Manual,First,5,5.48
2013,35433,Petrol,Manual,First,5,4.2
2013,82966,Diesel,Manual,First,5,7.2
2014,96000,Diesel,Manual,First,5,4.8
2017,39528,Diesel,Manual,First,6,5.83
2018,92056,Diesel,Manual,First,7,18.39
2016,14930,Petrol,Manual,First,5,5.85
2016,38000,Diesel,Manual,First,5,6.21
2013,71000,Petrol,Manual,First,5,3.65
2012,71000,Diesel,Manual,First,5,3.7
2015,50000,Diesel,Automatic,First,5,30
2016,48163,Petrol,Manual,First,5,4.85
2017,19168,Petrol,Automatic,First,5,6.93
2016,26000,Petrol,Manual,First,5,2.6
2014,37400,Petrol,Manual,First,5,1.89
2018,8682,Diesel,Automatic,First,5,39.5
2012,95000,Petrol,Automatic,First,5,10
2009,34000,Diesel,Automatic,First,5,9.95
2014,95000,Diesel,Manual,Second,8,9.45
2017,13689,Diesel,Automatic,First,5,28.25
2008,84000,Petrol,Manual,Second,5,1.8
2008,47000,Petrol,Manual,Second,5,1.4
2015,60001,Diesel,Automatic,First,5,7.25
2012,96000,Diesel,Manual,First,5,3.6
2004,47300,Petrol,Manual,Second,5,1.2
2014,28246,Petrol,Manual,Second,5,4.94
2007,65000,Petrol,Manual,Second,5,1.25
2013,68000,Diesel,Manual,Second,5,4.8
2019,11209,Diesel,Automatic,First,7,31.15
2011,41980,Petrol,Manual,Second,5,3.3
2012,65000,Diesel,Manual,First,5,2.4
2010,38000,Petrol,Manual,First,5,2
2014,51000,Petrol,Manual,First,5,3.1
2014,33855,Petrol,Manual,First,5,5.09
2006,146000,Petrol,Manual,Second,5,1.05
2015,47037,Diesel,Manual,Second,5,7
2010,58000,Petrol,Manual,Second,5,2.5
2012,61240,Diesel,Automatic,First,5,17.5
2011,91211,Petrol,Manual,First,5,2.1
2013,84000,Diesel,Automatic,First,5,17.75
2005,67000,Petrol,Automatic,Second,5,2.45
2011,106976,Diesel,Automatic,First,5,13.8
2016,27210,Diesel,Manual,First,5,5.85
2017,26322,Diesel,Manual,First,5,8.9
2016,9107,Petrol,Manual,First,5,5.15
2015,63983,Diesel,Automatic,First,5,16.56
2010,134000,Petrol,Manual,Second,5,1.65
2015,11000,Petrol,Automatic,First,5,16
2008,93000,Petrol,Manual,First,5,1.45
2017,24852,Diesel,Automatic,First,5,8.08
2014,37632,Petrol,Automatic,First,5,4.5
2013,55000,Petrol,Manual,Second,5,4.3
2010,81448,Petrol,Manual,First,5,2.6
2018,1900,Petrol,Manual,First,5,4.45
2012,54957,Petrol,Automatic,First,5,5.37
2008,55000,Petrol,Manual,Second,5,1.75
2013,21983,Diesel,Automatic,First,5,16.5
2013,76000,Diesel,Automatic,First,5,19
2016,65000,Diesel,Manual,First,5,2.8
2015,26000,Diesel,Manual,First,5,6.2
2019,11571,Petrol,Manual,First,8,3.8
2014,81000,Diesel,Manual,First,5,6.1
2019,23154,Diesel,Manual,First,5,11.65
2014,26856,Petrol,Automatic,First,5,4.15
2017,67489,Diesel,Manual,First,7,16.5
2008,176000,Diesel,Manual,Second,8,4.3
2010,18000,Petrol,Manual,First,5,2.25
2014,63003,Diesel,Manual,First,5,6.75
2014,80000,Diesel,Manual,First,7,9.4
2014,56658,Diesel,Manual,First,5,5.39
2019,18592,Diesel,Manual,First,5,8.51
2010,75695,Petrol,Manual,First,5,1.85
2012,82000,Diesel,Manual,Second,5,2.5
2013,60000,Diesel,Manual,First,5,4.75
2009,138000,Petrol,Manual,Second,5,3.5
2014,67000,Diesel,Manual,First,5,5.5
2012,42750,Petrol,Manual,First,5,6.33
2014,52398,Diesel,Manual,First,5,2.47
2014,36657,Petrol,Manual,First,5,3.3
2011,77000,Diesel,Manual,Second,7,3.5
2014,85000,Diesel,Automatic,First,7,38.75
2008,112500,Diesel,Automatic,First,5,7.99
2013,105072,Diesel,Manual,First,7,13.28
2012,80000,Petrol,Automatic,First,5,9.5
2019,3102,Diesel,Manual,First,5,14.01
2016,14656,Diesel,Manual,First,5,6.99
2010,105000,Diesel,Automatic,Second,5,11
2008,61000,Petrol,Automatic,Second,5,11
2010,85046,Petrol,Manual,Second,5,2.3
2014,48000,Diesel,Automatic,First,5,26.5
2011,55000,Diesel,Automatic,First,7,67
2017,4000,Petrol,Automatic,First,5,17.75
2010,94000,Petrol,Automatic,Second,5,4.8
2013,61110,Petrol,Manual,First,5,4.57
2016,80000,Diesel,Manual,First,5,3.5
2015,43190,Diesel,Manual,First,5,7.61
2015,45000,Diesel,Automatic,First,5,25
2016,44178,Petrol,Manual,First,5,5.88
2015,84415,Diesel,Manual,First,8,13.5
2015,35000,Petrol,Manual,First,5,4.6
2013,44000,Diesel,Manual,First,5,4.9
2012,67635,Petrol,Manual,First,5,5.25
2018,18385,Petrol,Automatic,First,5,12.41
2014,35000,Diesel,Manual,First,5,3.8
2010,49000,Diesel,Automatic,First,5,8.95
2013,69000,Diesel,Manual,First,5,7.2
2017,23228,Petrol,Manual,First,5,4.5
2014,68462,Diesel,Manual,First,5,4.15
2016,74611,Diesel,Manual,First,5,7.94
2014,90000,Diesel,Manual,First,5,7.25
2016,22000,Petrol,Manual,First,5,3.7
2010,58163,Petrol,Manual,First,5,2.45
2017,13363,Diesel,Manual,First,7,12
2012,51000,Petrol,Manual,Second,5,2.2
2007,103000,Diesel,Manual,First,7,3.6
2009,43002,Petrol,Manual,First,5,1.92
2016,108000,Diesel,Automatic,First,7,20.5
2010,82407,Diesel,Manual,First,5,4.25
2013,29000,Petrol,Manual,First,5,3.2
2012,225000,Diesel,Manual,Second,5,2.6
2014,45000,Diesel,Manual,First,5,3.85
2010,93401,Diesel,Manual,First,5,3.48
2017,95802,Diesel,Manual,Second,5,4.55
2016,130000,Diesel,Manual,First,7,7
2013,67443,Diesel,Manual,First,7,5.75
2016,47681,Petrol,Automatic,First,5,8.73
2009,35000,Petrol,Manual,First,5,1.7
2016,68000,Diesel,Automatic,First,7,29.5
2019,34688,Diesel,Manual,First,5,10.49
2016,58000,Diesel,Manual,First,5,7.55
2014,40000,Petrol,Manual,First,5,3.95
2009,86000,Diesel,Manual,First,5,2.75
2015,45000,Diesel,Manual,First,5,7.35
2017,55000,Petrol,Manual,First,5,4.7
2016,36855,Petrol,Manual,Second,5,8.77
2013,46821,Petrol,Manual,First,5,3.42
2015,120000,Petrol,Manual,First,5,2.5
2012,29000,Diesel,Automatic,First,5,20
2014,40000,Petrol,Manual,First,5,5.25
2013,60000,Diesel,Automatic,Second,5,14.5
2011,64984,Petrol,Automatic,First,5,3.45
2015,73204,Petrol,Automatic,First,5,3.3
2014,50000,Diesel,Automatic,First,7,51
2017,35000,Diesel,Manual,First,5,6.5
2013,17729,Petrol,Manual,First,5,3.65
2012,97000,Diesel,Manual,First,5,7.25
2014,89614,Diesel,Manual,First,5,6.01
2015,14000,Petrol,Manual,First,5,2.8
2012,50000,Petrol,Manual,First,5,4
2014,62505,Petrol,Manual,First,5,5.95
2011,248000,Diesel,Manual,Second,7,9.2
2012,94900,Diesel,Manual,First,5,5.35
2017,55000,Diesel,Manual,First,7,12
2015,53735,Diesel,Automatic,Second,7,38.94
2008,53934,Petrol,Manual,Second,5,2.69
2013,58500,Diesel,Automatic,Second,5,27.5
2014,48000,Petrol,Manual,First,5,2.75
2016,24000,Petrol,Manual,First,5,2.8
2016,52001,Petrol,Manual,First,5,6.45
2018,9565,Petrol,Manual,First,5,5.88
2013,32953,Petrol,Manual,First,5,4.65
2014,18000,Petrol,Manual,First,5,2.5
2018,20446,Petrol,Automatic,First,5,51.35
2016,33016,Diesel,Manual,First,5,6.85
2012,48000,Diesel,Manual,First,5,5.25
2014,72022,Diesel,Manual,First,5,9.23
2014,34000,Diesel,Automatic,First,5,22
2014,69000,Diesel,Manual,First,5,5.19
2009,108000,Petrol,Automatic,First,5,4.35
2013,34700,Diesel,Automatic,First,5,24.5
2015,79000,Diesel,Manual,First,5,5.75
2016,58197,Petrol,Automatic,First,5,9.19
2008,66000,Petrol,Automatic,Second,5,10.75
2009,60000,Petrol,Automatic,First,5,2.99
2014,57000,Diesel,Manual,First,5,3.89
2018,45555,Diesel,Manual,First,5,11.73
2016,55137,Petrol,Manual,First,5,3.11
2014,93325,Diesel,Manual,Second,5,14.45
2018,38000,Diesel,Manual,First,7,8.7
2016,57738,Diesel,Manual,First,5,5.04
2017,38282,Diesel,Manual,First,5,8.5
2014,64000,Diesel,Automatic,First,5,15.65
2015,32000,Diesel,Manual,First,5,5.65
2010,83000,Petrol,Automatic,First,5,16.5
2012,67200,Petrol,Manual,First,5,3.9
2013,62655,Diesel,Automatic,First,5,14.5
2015,16900,Diesel,Automatic,First,5,44
2017,8471,Petrol,Manual,First,5,5
2016,69000,Diesel,Automatic,First,7,19.75
2017,30090,Diesel,Automatic,First,5,11.44
2011,120000,Diesel,Manual,First,5,1.75
2013,23000,Diesel,Manual,First,5,5.6
2016,35939,Petrol,Manual,First,5,30.42
2013,116694,Diesel,Manual,First,7,9.57
2016,40448,Diesel,Manual,First,7,3.5
2018,64456,Diesel,Manual,First,5,10.46
2014,52782,Diesel,Manual,First,5,4.85
2016,51672,Petrol,Manual,First,5,5.68
2015,56073,Petrol,Automatic,First,5,13.25
2011,65000,Diesel,Automatic,First,5,16
2013,79000,Petrol,Manual,First,5,3
2007,43206,Petrol,Manual,First,5,0.99
2010,70200,Petrol,Automatic,First,5,5
2016,42000,Petrol,Manual,First,5,4.75
2014,62000,Petrol,Manual,First,5,5.35
2017,20000,Petrol,Manual,First,5,5.98
2018,50234,Petrol,Manual,First,5,4.77
2016,50003,Petrol,Manual,First,5,5.45
2018,1000,Petrol,Automatic,First,5,6.85
2016,54897,Diesel,Automatic,First,5,7.3
2007,108995,Petrol,Manual,First,5,1.25
2015,73000,Diesel,Manual,First,5,8.25
2008,65000,Petrol,Manual,First,5,2.71
2016,32000,Petrol,Manual,First,5,3.6
2010,65000,Petrol,Manual,First,5,3
2016,21600,Petrol,Automatic,First,5,4.65
2010,39000,Diesel,Automatic,First,5,9.5
2011,58075,Petrol,Manual,First,5,2.95
2011,58000,Petrol,Manual,First,5,3
2015,58000,Diesel,Manual,First,5,5.95
2008,89000,Petrol,Automatic,First,5,4
2008,72000,Petrol,Manual,First,5,2.5
2017,1800,Petrol,Automatic,First,5,11.37
2010,172050,Diesel,Manual,Second,5,2.25
2013,46230,Petrol,Manual,First,5,3.1
2014,86925,Diesel,Automatic,First,5,17.18
2018,5000,Petrol,Manual,First,5,6.5
